"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ELECTION_YR","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","CAND_PCC"
"54","H0GA07125","HICE, JODY","REP",2014,"H","GA",10,"C00544445"
"55","H0GA07133","WOODALL, ROB REP.","REP",2014,"H","GA",7,"C00482307"
"56","H0GA08081","VANN, DIANE ELIZABETH SWANSON","REP",2014,"H","GA",12,"C00553214"
"57","H0GA08099","SCOTT, JAMES AUSTIN","REP",2014,"H","GA",8,"C00482737"
"58","H0GA09030","GRAVES, JOHN THOMAS MR. JR.","REP",2014,"H","GA",14,"C00462556"
"59","H0GA13099","FLANEGAN, CHARLES EDWARD JR","REP",2014,"H","GA",3,"C00483362"
"60","H0HI01157","DJOU, CHARLES K","REP",2014,"H","HI",1,"C00558833"
"61","H0IA02099","RATHJE, STEVEN RICHARD","REP",2014,"H","IA",1,"C00542316"
"62","H0IA03139","ZAUN, BRAD","REP",2014,"H","IA",3,"C00556183"
"63","H0ID01253","LABRADOR, RAUL R. REP.","REP",2014,"H","ID",1,"C00470948"
"64","H0IL05096","QUIGLEY, MIKE","DEM",2014,"H","IL",5,"C00457556"
"65","H0IL09080","ATANUS, SUSANNE","REP",2014,"H","IL",9,""
"66","H0IL10302","DOLD, ROBERT JAMES JR","REP",2014,"H","IL",10,"C00465971"
"67","H0IL11052","KINZINGER, ADAM","REP",2014,"H","IL",16,"C00458877"
"68","H0IL14080","HULTGREN, RANDY","REP",2014,"H","IL",14,"C00467522"
"69","H0IL17059","SCHILLING, ROBERT T.","REP",2014,"H","IL",17,"C00459354"
"70","H0IL19048","FIRSCHING, MICHAEL","REP",2014,"H","IL",13,"C00481226"
"71","H0IN02125","MESSER, ALLEN LUCAS","REP",2014,"H","IN",6,"C00460667"
"72","H0IN02190","WALORSKI SWIHART, JACKIE","REP",2014,"H","IN",2,"C00468579"
"73","H0IN03198","STUTZMAN, MARLIN A","REP",2014,"H","IN",0,"C00484683"
"74","H0IN04170","ROKITA, THEODORE EDWARD","REP",2014,"H","IN",4,"C00476192"
"75","H0IN08114","BUCSHON, LARRY D.","REP",2014,"H","IN",8,"C00468256"
"76","H0IN09070","YOUNG, TODD CHRISTOPHER","REP",2014,"H","IN",9,"C00459255"
"77","H0IN09104","MCCLURE, JAMES R. JR","DEM",2014,"H","IN",9,""
"78","H0KS03137","YODER, KEVIN","REP",2014,"H","KS",3,"C00472365"
"79","H0KS04051","POMPEO, MICHAEL R","REP",2014,"H","KS",4,"C00460402"
"80","H0KY05015","ROGERS, HAROLD D","REP",2014,"H","KY",5,"C00116632"
"81","H0KY06104","BARR, GARLAND ANDY","REP",2014,"H","KY",6,"C00467571"
"82","H0LA01087","SCALISE, STEVE MR.","REP",2014,"H","LA",1,"C00394957"
"83","H0LA08017","HOLLOWAY, CLYDE C","REP",2014,"H","LA",5,"C00548743"
"84","H0MA10082","KEATING, WILLIAM RICHARD","DEM",2014,"H","MA",9,"C00479063"
"85","H0MD07098","DICKSON, FRED DONALD JR.,","DEM",2014,"H","MD",7,""
"86","H0MI01088","BENISHEK, DANIEL J. M.D.","REP",2014,"H","MI",1,"C00476325"
"87","H0MI02094","HUIZENGA, WILLIAM P THE HON.","REP",2014,"H","MI",2,"C00459297"
"88","H0MI03126","AMASH, JUSTIN","REP",2014,"H","MI",3,"C00476291"
"89","H0MI08042","ROGERS, MICHAEL J","REP",2014,"H","MI",8,"C00343863"
"90","H0MI10071","CAMP, DAVID LEE","REP",2014,"H","MI",4,"C00347476"
"91","H0MI12127","VOLARIC, DONALD CECIL","REP",2014,"H","MI",10,"C00518977"
"92","H0MI13398","CLARKE, HANSEN","DEM",2014,"H","MI",14,"C00477828"
"93","H0MN01045","HAGEDORN, JAMES","REP",2014,"H","MN",1,"C00550707"
"94","H0MN04049","MCCOLLUM, BETTY","DEM",2014,"H","MN",4,"C00354688"
"95","H0MN07059","BYBERG, VIDAR","REP",2014,"H","MN",7,"C00474452"
"96","H0MO01066","CLAY, WILLIAM LACY JR","DEM",2014,"H","MO",1,"C00346080"
"97","H0MO01140","BAKER, MARTIN D","REP",2014,"H","MO",1,""
"98","H0MO01165","WORKS, GEORGE MARSHALL","REP",2014,"H","MO",7,"C00566265"
"99","H0MO02213","LIEBER, ARTHUR H","DEM",2014,"H","MO",2,"C00567115"
"100","H0MO04086","HARTZLER, VICKY","REP",2014,"H","MO",4,"C00464602"
"101","H0MO04151","STEINMAN, LEONARD","REP",2014,"H","MO",3,""
"102","H0MO05083","LINDSEY, CHARLES","DEM",2014,"H","MO",5,"C00356600"
"103","H0MO06073","GRAVES, SAMUEL B ""SAM""","REP",2014,"H","MO",6,"C00359034"
"104","H0MO06164","RYAN, CHRISTOPHER","REP",2014,"H","MO",6,""
"105","H0MO07113","LONG, BILLY","REP",2014,"H","MO",7,"C00460063"
"106","H0MO07147","MOON, C MICHAEL","REP",2014,"H","MO",7,"C00468355"
"107","H0MS01043","NUNNELEE, PATRICK ALAN","REP",2014,"H","MS",1,"C00464487"
"108","H0MS04120","PALAZZO, STEVEN MCCARTY","REP",2014,"H","MS",4,"C00477323"
"109","H0NC02059","ELLMERS, RENEE JACISIN","REP",2014,"H","NC",2,"C00471896"
"110","H0NC04147","ROCHE, FRANK X","REP",2014,"H","NC",2,"C00554030"
"111","H0NC06175","PHILLIPS, JEFFREY MARLIN","REP",2014,"H","NC",6,"C00556571"
"112","H0ND01026","CRAMER, KEVIN MR.","REP",2014,"H","ND",0,"C00504704"
"113","H0NE01070","TUREK, JESSICA LYNN","REP",2014,"H","NE",1,""
"114","H0NE03191","PARKER, DENNIS L","REP",2014,"H","NE",1,"C00474254"
"115","H0NH01217","GUINTA, FRANK","REP",2014,"H","NH",1,"C00461350"
"116","H0NH02181","KUSTER, ANN MCLANE","DEM",2014,"H","NH",2,"C00462861"
"117","H0NJ01066","ANDREWS, ROBERT E. MR.","DEM",2014,"H","NJ",1,"C00243428"
"118","H0NJ01165","LUCAS, LEE","REP",2014,"H","NJ",1,""
"119","H0NJ03153","RUNYAN, JON","REP",2014,"H","NJ",3,"C00477661"
"120","H0NJ04086","KLEINHENDLER, HOWARD","DEM",2014,"H","NJ",3,"C00554311"
"121","H0NJ06164","LITTLE, ANNA C","REP",2014,"H","NJ",6,"C00512616"
"122","H0NJ07196","LARSEN, DAVID KENNY","REP",2014,"H","NJ",7,"C00552687"
"123","H0NJ10174","TOUSSAINT, ROBERT LOUIS","DEM",2014,"H","NJ",10,"C00562876"
"124","H0NV03058","HECK, JOE","REP",2014,"H","NV",3,"C00468421"
"125","H0NY01137","DEMOS, GEORGE","REP",2014,"H","NY",1,"C00549816"
"126","H0NY02085","ISRAEL, STEVE J.","DEM",2014,"H","NY",3,"C00358952"
"127","H0NY02176","LABATE, STEPHEN A","REP",2014,"H","NY",3,"C00473777"
"128","H0NY04057","SCATURRO, FRANK MR.","REP",2014,"H","NY",4,"C00465054"
"129","H0NY04099","BECKER, FRANCIS X. JR.","REP",2014,"H","NY",4,"C00484774"
"130","H0NY13074","GRIMM, MICHAEL","REP",2014,"H","NY",11,"C00470807"
"131","H0NY18065","SERRANO, JOSE E.","DEM",2014,"H","NY",15,"C00240986"
"132","H0NY19139","HAYWORTH, NAN","REP",2014,"H","NY",18,"C00466490"
"133","H0NY20095","GIBSON, CHRISTOPHER P","REP",2014,"H","NY",19,"C00477984"
"134","H0NY23057","DOHENY, MATTHEW A","REP",2014,"H","NY",21,"C00560797"
"135","H0NY23081","OWENS, WILLIAM","DEM",2014,"H","NY",21,"C00464495"
"136","H0NY28114","EGRIU, EMIN EDDIE","DEM",2014,"H","NY",26,"C00557223"
"137","H0NY29054","REED, THOMAS W II","REP",2014,"H","NY",23,"C00464032"
"138","H0OH06189","JOHNSON, BILL","REP",2014,"H","OH",6,"C00476820"
"139","H0OH07104","ANDERSON, JOHN DAVID","REP",2014,"H","OH",10,"C00558635"
"140","H0OH08029","BOEHNER, JOHN A.","REP",2014,"H","OH",8,"C00237198"
"141","H0OH12062","TIBERI, PATRICK J.","REP",2014,"H","OH",12,"C00347492"
"142","H0OH15099","ADAMS, JOHN","REP",2014,"H","OH",3,"C00565721"
"143","H0OH16097","RENACCI, JAMES B","REP",2014,"H","OH",16,"C00466359"
"144","H0OH18077","GIBBS, ROBERT","REP",2014,"H","OH",7,"C00466516"
"145","H0OK05114","LANKFORD, JAMES PAUL MR.","REP",2014,"H","OK",5,"C00466482"
"146","H0OK05130","JETT, SHANE DAVID","REP",2014,"H","OK",5,"C00560672"
"147","H0OK05155","GUILD, THOMAS ","DEM",2014,"H","OK",5,"C00546242"
"148","H0OR04081","ROBINSON, ART","REP",2014,"H","OR",4,"C00481341"
"149","H0PA03271","KELLY, GEORGE J JR","REP",2014,"H","PA",3,"C00474189"
"150","H0PA03305","MARIN, MEL M","DEM",2014,"H","PA",3,"C00481168"
"151","H0PA04220","ROTHFUS, KEITH MR.","REP",2014,"H","PA",12,"C00467530"
"152","H0PA06076","COSTELLO, RYAN A","REP",2014,"H","PA",6,"C00554899"
"153","H0PA06084","TRIVEDI, MANAN","DEM",2014,"H","PA",6,"C00557082"
"154","H0PA07082","MEEHAN, PATRICK L. MR.","REP",2014,"H","PA",7,"C00466870"
"155","H0PA10078","MARINO, THOMAS ANTHONY","REP",2014,"H","PA",10,"C00475145"
"156","H0PA13080","ADCOCK, CARSON DEE","REP",2014,"H","PA",13,"C00557389"
"157","H0RI01073","CICILLINE, DAVID N","DEM",2014,"H","RI",1,"C00476564"
"158","H0RI02139","LANGEVIN, JAMES R. HONORABLE","DEM",2014,"H","RI",2,"C00344697"
"159","H0SC01279","SCOTT, TIMOTHY","REP",2014,"H","SC",1,"C00476226"
"160","H0SC02053","MCCAIN, GEORGE EDWARD JR","REP",2014,"H","SC",2,""
"161","H0SC03077","DUNCAN, JEFFREY D MR.","REP",2014,"H","SC",3,"C00460550"
"162","H0SC04257","GOWDY, TREY","REP",2014,"H","SC",4,"C00462523"
"163","H0SC05031","MULVANEY, JOHN MICHAEL 'MICK'","REP",2014,"H","SC",5,"C00471292"
"164","H0SD00054","NOEM, KRISTI LYNN","REP",2014,"H","SD",0,"C00476853"
"165","H0TN03254","FLEISCHMANN, CHARLES J","REP",2014,"H","TN",3,"C00461822"
"166","H0TN04195","DESJARLAIS, SCOTT EUGENE","REP",2014,"H","TN",4,"C00464073"
"167","H0TN05150","RIES, BOB","REP",2014,"H","TN",5,"C00474593"
"168","H0TN05275","SMITH , JOHN","REP",2014,"H","TN",5,""
"169","H0TN06240","TRACY, JIM","REP",2014,"H","TN",4,"C00540633"
"170","H0TN06257","BLACK, DIANE L MRS.","REP",2014,"H","TN",6,"C00472878"
"171","H0TN08246","FINCHER, STEVE MR.","REP",2014,"H","TN",8,"C00466854"
"172","H0TN09061","BERGMANN, CHARLOTTE","REP",2014,"H","TN",9,"C00551754"
"173","H0TX03088","LINGENFELDER, JOHN JR","DEM",2014,"H","TX",3,"C00476044"
"174","H0TX04037","HALL, RALPH MOODY","REP",2014,"H","TX",4,"C00120683"
"175","H0TX04136","GIGLIOTTI, LOUIS PAUL PAUL MR","REP",2014,"H","TX",4,"C00473868"
"176","H0TX06065","COZAD, DAVID EDWIN","DEM",2014,"H","TX",6,"C00552752"
"177","H0TX07055","CULBERSON, JOHN","REP",2014,"H","TX",7,"C00343236"
"178","H0TX07147","SQUIERS, LISSA","DEM",2014,"H","TX",7,"C00554006"
"179","H0TX12147","GREENE, MARK","DEM",2014,"H","TX",12,"C00547471"
"180","H0TX17104","FLORES, BILL","REP",2014,"H","TX",17,"C00472241"
"181","H0TX18235","MEYER, CHARLES B","REP",2014,"H","TX",36,"C00557330"
"182","H0TX23086","HURD, WILLIAM","REP",2014,"H","TX",23,"C00545467"
"183","H0TX23102","LOWRY, ROBERT CHARLES","REP",2014,"H","TX",23,"C00542399"
"184","H0TX27061","FARENTHOLD, RANDOLPH BLAKE","REP",2014,"H","TX",27,"C00473736"
"185","H0UT02096","MATHESON, JAMES D","DEM",2014,"H","UT",4,"C00344721"
"186","H0VA02084","RIGELL, EDWARD SCOTT MR.","REP",2014,"H","VA",2,"C00463687"
"187","H0VA05095","HURT, ROBERT","REP",2014,"H","VA",5,"C00468405"
"188","H0VA07042","CANTOR, ERIC","REP",2014,"H","VA",7,"C00355461"
"189","H0VA08040","MORAN, JAMES P. JR.","DEM",2014,"H","VA",8,"C00241349"
"190","H0VA09055","GRIFFITH, H MORGAN","REP",2014,"H","VA",9,"C00477240"
"191","H0VA10129","MODICA, JULIEN","DEM",2014,"H","VA",10,"C00554600"
"192","H0VI00037","DANET, VINCENT EMILE","REP",2014,"H","VI",0,"C00487801"
"193","H0WA02080","LARSEN, RICK","DEM",2014,"H","WA",2,"C00345546"
"194","H0WA03161","HECK, DENNIS","DEM",2014,"H","WA",10,"C00472159"
"195","H0WA03187","HERRERA BEUTLER, JAIME","REP",2014,"H","WA",3,"C00472704"
"196","H0WA06065","YOUNG, JESSE L","REP",2014,"H","WA",6,"C00481655"
"197","H0WA08046","DELBENE, SUZAN K","DEM",2014,"H","WA",1,"C00459099"
"198","H0WI03084","KRSIEAN, MICHAEL","DEM",2014,"H","WI",7,"C00483081"
"199","H0WI04090","SEBRING, DANIEL P","REP",2014,"H","WI",4,"C00498170"
"200","H0WI06061","PETRI, THOMAS","REP",2014,"H","WI",6,"C00107003"
"201","H0WI07051","DUFFY, SEAN","REP",2014,"H","WI",7,"C00464339"
"202","H0WI07093","RAIHALA, DON","DEM",2014,"H","WI",8,""
"203","H0WI08075","RIBBLE, REID J. REP.","REP",2014,"H","WI",8,"C00463620"
"204","H0WV01072","MCKINLEY, DAVID B. MR.","REP",2014,"H","WV",1,"C00473132"
"205","H0WV02138","CAPITO, SHELLEY MOORE MS.","REP",2014,"H","WV",2,"C00347849"
"206","H2AK00101","MOORE, MATTHEW EDWARD","DEM",2014,"H","AK",0,"C00520544"
"207","H2AL01077","BONNER, JOSIAH ROBINS JR.","REP",2014,"H","AL",1,"C00375220"
"208","H2AL03032","ROGERS, MICHAEL","REP",2014,"H","AL",3,"C00367862"
"209","H2AL06035","BACHUS, SPENCER REP.","REP",2014,"H","AL",6,"C00260547"
"210","H2AL06126","BEASON, JASON SCOTT","REP",2014,"H","AL",6,"C00510735"
"211","H2AL07165","NORRIS, PHILLIP DWIGHT","REP",2014,"H","AL",4,"C00547307"
"212","H2AR04083","COTTON, THOMAS","REP",2014,"H","AR",4,"C00499988"
"213","H2AS00055","MATA'UTIA, TU'AU KERETI, JR.","DEM",2014,"H","AS",0,""
"214","H2AZ02055","PASTOR, ED L","DEM",2014,"H","AZ",7,"C00251918"
"215","H2AZ02220","CAMACHO, RANDY ROBERT","DEM",2014,"H","AZ",7,"C00380832"
"216","H2AZ04143","WEISSER, MIKEL ","DEM",2014,"H","AZ",4,"C00512319"
"217","H2AZ04150","ROBINSON, JOHNNIE ELBERT","DEM",2014,"H","AZ",7,"C00515791"
"218","H2AZ05132","WILLIAMSON, W JOHN","DEM",2014,"H","AZ",6,"C00500199"
"219","H2AZ07070","GRIJALVA, RAUL M","DEM",2014,"H","AZ",3,"C00374058"
"220","H2AZ07146","MERCER, GABRIELA SAUCEDO MRS","REP",2014,"H","AZ",3,"C00492470"
"221","H2AZ07161","VASQUEZ, JAIME ALFREDO","REP",2014,"H","AZ",3,"C00545731"
"222","H2AZ08094","BARBER, RONALD","DEM",2014,"H","AZ",2,"C00512129"
"223","H2AZ08102","MCSALLY, MARTHA E MS.","REP",2014,"H","AZ",2,"C00512236"
"224","H2AZ09019","SINEMA, KYRSTEN","DEM",2014,"H","AZ",9,"C00508804"
"225","H2AZ09035","ROGERS, WENDY","REP",2014,"H","AZ",9,"C00510958"
"226","H2AZ09050","SEPULVEDA, MARTIN C.","REP",2014,"H","AZ",9,"C00513564"
"227","H2CA00096","BARKLEY, MICHAEL JAMES","DEM",2014,"H","CA",10,"C00495507"
"228","H2CA00104","LOWENTHAL, ALAN","DEM",2014,"H","CA",47,"C00498212"
"229","H2CA00120","BROWNLEY, JULIA","DEM",2014,"H","CA",26,"C00513077"
"230","H2CA00138","PINKERTON, JOHN RAYMOND III","DEM",2014,"H","CA",8,"C00556175"
"231","H2CA01136","CHEADLE, GREGORY","REP",2014,"H","CA",1,""
"232","H2CA02118","CAFFREY, ANDREW AUGUSTINE IV","DEM",2014,"H","CA",2,"C00501700"
"233","H2CA02142","LAMALFA, DOUG","REP",2014,"H","CA",1,"C00509422"
"234","H2CA06259","HUFFMAN, JARED MR","DEM",2014,"H","CA",2,"C00536680"
"235","H2CA06291","MCCRAY, JOSEPH SR","REP",2014,"H","CA",6,"C00515445"
"236","H2CA08164","COOK, PAUL","REP",2014,"H","CA",8,"C00512202"
"237","H2CA11168","SUDDUTH, CHERYL","DEM",2014,"H","CA",11,"C00521260"
"238","H2CA15086","CORBETT, ELLEN","DEM",2014,"H","CA",15,"C00502088"
"239","H2CA15094","SWALWELL, ERIC MICHAEL","DEM",2014,"H","CA",15,"C00502294"
"240","H2CA15102","HOSTERMAN, JENNIFER","DEM",2014,"H","CA",15,"C00516963"
"241","H2CA16100","TACHERRA, JOHNNY","REP",2014,"H","CA",16,"C00547885"
"242","H2CA19112","MURRAY, ROBERT","DEM",2014,"H","CA",19,"C00516757"
"243","H2CA20094","VALADAO, DAVID","REP",2014,"H","CA",21,"C00499392"
"244","H2CA23114","MITCHUM, CHRISTOPHER","REP",2014,"H","CA",24,"C00499129"
"245","H2CA25036","MCKEON, HOWARD P ""BUCK""","REP",2014,"H","CA",25,"C00258244"
"246","H2CA25143","ROGERS, LEE C.","DEM",2014,"H","CA",25,"C00499368"
"247","H2CA26109","STRICKLAND, ANTHONY A","REP",2014,"H","CA",25,"C00543165"
"248","H2CA27198","ORSWELL, JACK","REP",2014,"H","CA",27,"C00553941"
"249","H2CA28113","CARDENAS, TONY","DEM",2014,"H","CA",29,"C00498873"
"250","H2CA30143","BECERRA, XAVIER","DEM",2014,"H","CA",34,"C00264101"
"251","H2CA31125","AGUILAR, PETE","DEM",2014,"H","CA",31,"C00510461"
"252","H2CA33048","ROYBAL-ALLARD, LUCILLE","DEM",2014,"H","CA",40,"C00259143"
"253","H2CA33121","OBAGI, ZEIN ELABDINE JR","DEM",2014,"H","CA",33,"C00514414"
"254","H2CA35118","MCLEOD, GLORIA NEGRETE","DEM",2014,"H","CA",35,"C00502534"
"255","H2CA35126","VIEYRA, ANTHONY W.","DEM",2014,"H","CA",35,""
"256","H2CA36421","FLAHERTY, VINCE","DEM",2014,"H","CA",33,"C00561829"
"257","H2CA36439","RUIZ, RAUL DR.","DEM",2014,"H","CA",36,"C00502575"
"258","H2CA37023","CALVERT, KEN","REP",2014,"H","CA",42,"C00257337"
"259","H2CA38237","CAMPOS, BENJAMIN","REP",2014,"H","CA",38,"C00513721"
"260","H2CA39078","SANCHEZ, LINDA","DEM",2014,"H","CA",38,"C00384057"
"261","H2CA42122","WEBB, JOHN","REP",2014,"H","CA",4,"C00499772"
"262","H2CA43245","TAKANO, MARK","DEM",2014,"H","CA",41,"C00498667"
"263","H2CA46040","BANUELOS, ROBERT JOHN","DEM",2014,"H","CA",48,"C00559096"
"264","H2CA46123","CULLUM, JOHN J","REP",2014,"H","CA",46,"C00516443"
"265","H2CA50026","VARGAS, JUAN C.","DEM",2014,"H","CA",51,"C00497321"
"266","H2CA50166","KIMBER, JAMES HARVEY","DEM",2014,"H","CA",50,"C00540120"
"267","H2CA52089","PETERS, SCOTT","DEM",2014,"H","CA",52,"C00503110"
"268","H2CA53012","HAYNES, RAY","REP",2014,"H","CA",36,"C00559500"
"269","H2CT01189","COREY, MATTHEW M","REP",2014,"H","CT",1,"C00546952"
"270","H2CT02112","COURTNEY, JOSEPH D","DEM",2014,"H","CT",2,"C00410233"
"271","H2CT05131","ESTY, ELIZABETH","DEM",2014,"H","CT",5,"C00494203"
"272","H2FL00284","KREEGEL, PAIGE VANIER","REP",2014,"H","FL",19,"C00492488"
"273","H2FL00292","DESANTIS, RONALD D","REP",2014,"H","FL",6,"C00511568"
"274","H2FL00300","BRONSON, WILLIAM EMERY","DEM",2014,"H","FL",17,"C00563353"
"275","H2FL01100","MILLER, JEFFERSON B.","REP",2014,"H","FL",1,"C00366757"
"276","H2FL03056","BROWN, CORRINE","DEM",2014,"H","FL",5,"C00272732"
"277","H2FL06109","YOHO, THEODORE SCOTT","REP",2014,"H","FL",3,"C00494583"
"278","H2FL08055","MICA, JOHN L. MR.","REP",2014,"H","FL",7,"C00283051"
"279","H2FL10150","EHRLICH, JESSICA D","DEM",2014,"H","FL",13,"C00510487"
"280","H2FL14053","FRANKEL, LOIS J.","DEM",2014,"H","FL",22,"C00494856"
"281","H2FL14160","SAWYER, JOHN W III","REP",2014,"H","FL",14,"C00506998"
"282","H2FL14194","RADEL, HENRY J. III","REP",2014,"H","FL",19,"C00510768"
"283","H2FL18054","PEIXOTO, JOSE FELIX","REP",2014,"H","FL",26,"C00546069"
"284","H2FL20043","KAUFMAN, JOE","REP",2014,"H","FL",23,"C00501205"
"285","H2FL22072","MURPHY, PATRICK","DEM",2014,"H","FL",18,"C00493825"
"286","H2FL22114","WAGIE, DAVID WILLIAM","REP",2014,"H","FL",22,"C00539908"
"287","H2FL23021","HASTINGS, ALCEE L","DEM",2014,"H","FL",20,"C00269837"
"288","H2FL25018","DIAZ-BALART, MARIO","REP",2014,"H","FL",25,"C00376087"
"289","H2GA01157","KINGSTON, JACK REP.","REP",2014,"H","GA",1,"C00261958"
"290","H2GA02031","BISHOP, SANFORD D JR","DEM",2014,"H","GA",2,"C00266940"
"291","H2GA06107","MONTIGEL, ROBERT G","DEM",2014,"H","GA",6,"C00517946"
"292","H2GA09150","COLLINS, DOUGLAS ALLEN","REP",2014,"H","GA",9,"C00502039"
"293","H2GA10117","SIMPSON, STEPHEN K MR.","REP",2014,"H","GA",10,"C00504175"
"294","H2GA11149","GINGREY, PHIL REP.","REP",2014,"H","GA",11,"C00370783"
"295","H2GA11180","LEVENE, ALLAN","REP",2014,"H","GA",1,"C00567289"
"296","H2GA12121","ALLEN, RICHARD W","REP",2014,"H","GA",12,"C00504019"
"297","H2GA13012","SCOTT, DAVID ALBERT","DEM",2014,"H","GA",13,"C00369801"
"298","H2GU00033","BORDALLO, MADELEINE Z. MS.","DEM",2014,"H","GU",0,"C00369686"
"299","H2HI02110","HANABUSA, COLLEEN WAKAKO","DEM",2014,"H","HI",1,"C00468413"
"300","H2HI02508","GABBARD, TULSI","DEM",2014,"H","HI",2,"C00497396"
"301","H2HI02524","CROWLEY, KAWIKA","REP",2014,"H","HI",2,""
"302","H2IA01055","BLUM, RODNEY LELAND","REP",2014,"H","IA",1,"C00543926"
