"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ELECTION_YR","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","CAND_PCC"
"40","H0GA09030","GRAVES, JOHN THOMAS MR. JR.","REP",2016,"H","GA",14,"C00462556"
"41","H0GA13032","CRANE, MICHAEL ROBERT","REP",2016,"H","GA",3,"C00476457"
"42","H0GA13099","FLANEGAN, CHARLES EDWARD JR","REP",2016,"H","GA",3,"C00483362"
"43","H0ID01253","LABRADOR, RAUL R. HON.","REP",2016,"H","ID",1,"C00470948"
"44","H0IL01152","BAILEY, HAROLD L.","DEM",2016,"H","IL",1,"C00511345"
"45","H0IL05096","QUIGLEY, MIKE","DEM",2016,"H","IL",5,"C00457556"
"46","H0IL08033","MARSHALL, ROBERT","DEM",2016,"H","IL",6,"C00583567"
"47","H0IL09080","ATANUS, SUSANNE","REP",2016,"H","IL",9,""
"48","H0IL10302","DOLD, ROBERT JAMES JR","REP",2016,"H","IL",10,"C00465971"
"49","H0IL11052","KINZINGER, ADAM","REP",2016,"H","IL",16,"C00458877"
"50","H0IL14080","HULTGREN, RANDY","REP",2016,"H","IL",14,"C00467522"
"51","H0IN02125","MESSER, ALLEN LUCAS","REP",2016,"H","IN",6,"C00460667"
"52","H0IN02190","WALORSKI SWIHART, JACKIE","REP",2016,"H","IN",2,"C00468579"
"53","H0IN03198","STUTZMAN, MARLIN A","REP",2016,"H","IN",3,"C00484683"
"54","H0IN04170","ROKITA, THEODORE EDWARD","REP",2016,"H","IN",4,"C00476192"
"55","H0IN08114","BUCSHON, LARRY D.","REP",2016,"H","IN",8,"C00468256"
"56","H0IN09070","YOUNG, TODD CHRISTOPHER","REP",2016,"H","IN",9,"C00459255"
"57","H0KS03137","YODER, KEVIN","REP",2016,"H","KS",3,"C00472365"
"58","H0KS04051","POMPEO, MICHAEL RICHARD","REP",2016,"H","KS",4,"C00460402"
"59","H0KS04101","TILLMAN, ROBERT LEON","DEM",2016,"H","KS",4,"C00521344"
"60","H0KY05015","ROGERS, HAROLD DALLAS","REP",2016,"H","KY",5,"C00116632"
"61","H0KY06104","BARR, GARLAND ANDY","REP",2016,"H","KY",6,"C00467571"
"62","H0LA01087","SCALISE, STEVE MR.","REP",2016,"H","LA",1,"C00394957"
"63","H0MA09027","ROSA, DAVID A","REP",2016,"H","MA",4,"C00612382"
"64","H0MA10082","KEATING, WILLIAM RICHARD","DEM",2016,"H","MA",9,"C00479063"
"65","H0MI01088","BENISHEK, DANIEL J.","REP",2016,"H","MI",1,"C00476325"
"66","H0MI01104","ALLEN, JASON EDWARD","REP",2016,"H","MI",1,"C00607820"
"67","H0MI02094","HUIZENGA, WILLIAM P THE HON.","REP",2016,"H","MI",2,"C00459297"
"68","H0MI03126","AMASH, JUSTIN","REP",2016,"H","MI",3,"C00476291"
"69","H0MI56017","GIDNER, BRUCE ALLEN","REP",2016,"H","MI",7,""
"70","H0MN01045","HAGEDORN, JAMES","REP",2016,"H","MN",1,"C00550707"
"71","H0MN04163","CARLSON, STEVE","DEM",2016,"H","MN",4,"C00486894"
"72","H0MO01066","CLAY, WILLIAM LACY JR","DEM",2016,"H","MO",1,"C00346080"
"73","H0MO02213","LIEBER, ARTHUR H.","DEM",2016,"H","MO",2,"C00567115"
"74","H0MO04086","HARTZLER, VICKY","REP",2016,"H","MO",4,"C00464602"
"75","H0MO06073","GRAVES, SAMUEL B JR 'SAM'","REP",2016,"H","MO",6,"C00359034"
"76","H0MO06164","RYAN, CHRISTOPHER","REP",2016,"H","MO",6,""
"77","H0MO06172","YARBER, KYLE A","DEM",2016,"H","MO",6,"C00615443"
"78","H0MO07113","LONG, BILLY MR.","REP",2016,"H","MO",7,"C00460063"
"79","H0MS01043","NUNNELEE, PATRICK ALAN","REP",2016,"H","MS",1,"C00464487"
"80","H0MS04120","PALAZZO, STEVEN MCCARTY","REP",2016,"H","MS",4,"C00477323"
"81","H0NC01036","WILEY, ALBERT LEE JR","REP",2016,"H","NC",10,"C00602979"
"82","H0NC02059","ELLMERS, RENEE JACISIN","REP",2016,"H","NC",2,"C00471896"
"83","H0NC04147","ROCHE, FRANK","REP",2016,"H","NC",2,"C00576983"
"84","H0NC08163","D'ANNUNZIO, TIMOTHY BRUCE","REP",2016,"H","NC",8,"C00597112"
"85","H0NC10177","GREGORY, JEFFREY DALE","REP",2016,"H","NC",10,"C00610444"
"86","H0ND01026","CRAMER, KEVIN MR.","REP",2016,"H","ND",0,"C00504704"
"87","H0NH01217","GUINTA, FRANK","REP",2016,"H","NH",1,"C00461350"
"88","H0NH01225","ASHOOH, RICHARD E","REP",2016,"H","NH",1,"C00473538"
"89","H0NH02181","KUSTER, ANN MCLANE","DEM",2016,"H","NH",2,"C00462861"
"90","H0NJ02098","ROZZO, COSTANTINO","DEM",2016,"H","NJ",2,"C00358846"
"91","H0NJ10133","PINCKNEY, DAVID","REP",2016,"H","NJ",10,""
"92","H0NV03058","HECK, JOE","REP",2016,"H","NV",3,"C00468421"
"93","H0NY02085","ISRAEL, STEVE J.","DEM",2016,"H","NY",3,"C00358952"
"94","H0NY04099","BECKER, FRANCIS X. JR.","REP",2016,"H","NY",4,"C00484774"
"95","H0NY18065","SERRANO, JOSE E.","DEM",2016,"H","NY",15,"C00240986"
"96","H0NY20095","GIBSON, CHRISTOPHER P","REP",2016,"H","NY",19,"C00477984"
"97","H0NY29054","REED, THOMAS W II","REP",2016,"H","NY",23,"C00464032"
"98","H0OH06189","JOHNSON, BILL","REP",2016,"H","OH",6,"C00476820"
"99","H0OH08029","BOEHNER, JOHN A.","REP",2016,"H","OH",8,"C00237198"
"100","H0OH12062","TIBERI, PATRICK J.","REP",2016,"H","OH",12,"C00347492"
"101","H0OH15099","ADAMS, JOHN","REP",2016,"H","OH",3,"C00565721"
"102","H0OH16097","RENACCI, JAMES B.","REP",2016,"H","OH",16,"C00466359"
"103","H0OH18077","GIBBS, ROBERT","REP",2016,"H","OH",7,"C00466516"
"104","H0OK05155","GUILD, THOMAS EUGENE","DEM",2016,"H","OK",5,"C00600890"
"105","H0OR04081","ROBINSON, ART DR.","REP",2016,"H","OR",4,"C00481341"
"106","H0PA03271","KELLY, GEORGE J JR","REP",2016,"H","PA",3,"C00474189"
"107","H0PA04220","ROTHFUS, KEITH MR.","REP",2016,"H","PA",12,"C00497115"
"108","H0PA06076","COSTELLO, RYAN A","REP",2016,"H","PA",6,"C00554899"
"109","H0PA06118","GORDON, BRIAN ANTHONY","DEM",2016,"H","PA",2,"C00472779"
"110","H0PA07082","MEEHAN, PATRICK L. MR.","REP",2016,"H","PA",7,"C00466870"
"111","H0PA10078","MARINO, THOMAS ANTHONY","REP",2016,"H","PA",10,"C00475145"
"112","H0RI01073","CICILLINE, DAVID N","DEM",2016,"H","RI",1,"C00476564"
"113","H0RI02139","LANGEVIN, JAMES R. HONORABLE","DEM",2016,"H","RI",2,"C00344697"
"114","H0SC03077","DUNCAN, JEFFREY D MR.","REP",2016,"H","SC",3,"C00460550"
"115","H0SC04257","GOWDY, TREY","REP",2016,"H","SC",4,"C00462523"
"116","H0SC05031","MULVANEY, JOHN MICHAEL 'MICK'","REP",2016,"H","SC",5,"C00471292"
"117","H0SD00054","NOEM, KRISTI LYNN","REP",2016,"H","SD",0,"C00476853"
"118","H0TN03254","FLEISCHMANN, CHARLES J","REP",2016,"H","TN",3,"C00461822"
"119","H0TN04195","DESJARLAIS, SCOTT HON.","REP",2016,"H","TN",4,"C00464073"
"120","H0TN04211","HAY, TOMMY N","REP",2016,"H","TN",6,"C00475541"
"121","H0TN06257","BLACK, DIANE L MRS.","REP",2016,"H","TN",6,"C00472878"
"122","H0TN08246","FINCHER, STEVE MR.","REP",2016,"H","TN",8,"C00466854"
"123","H0TX04136","GIGLIOTTI, LOUIS P","REP",2016,"H","TX",4,"C00473868"
"124","H0TX06065","COZAD, DAVID EDWIN","DEM",2016,"H","TX",6,"C00552752"
"125","H0TX07055","CULBERSON, JOHN","REP",2016,"H","TX",7,"C00343236"
"126","H0TX17104","FLORES, BILL","REP",2016,"H","TX",17,"C00472241"
"127","H0TX23086","HURD, WILLIAM","REP",2016,"H","TX",23,"C00545467"
"128","H0TX27061","FARENTHOLD, RANDOLPH BLAKE","REP",2016,"H","TX",27,"C00473736"
"129","H0TX30032","LINGERFELT, CHARLES B","REP",2016,"H","TX",30,""
"130","H0VA02084","RIGELL, EDWARD SCOTT MR.","REP",2016,"H","VA",2,"C00463687"
"131","H0VA02118","TAYLOR, SCOTT","REP",2016,"H","VA",2,"C00608703"
"132","H0VA05095","HURT, ROBERT","REP",2016,"H","VA",5,"C00468405"
"133","H0VA05111","MCKELVEY, JAMES K","REP",2016,"H","VA",5,"C00614867"
"134","H0VA09055","GRIFFITH, H MORGAN","REP",2016,"H","VA",9,"C00477240"
"135","H0VA10129","MODICA, JULIEN","DEM",2016,"H","VA",10,"C00589903"
"136","H0WA02080","LARSEN, RICK","DEM",2016,"H","WA",2,"C00345546"
"137","H0WA03161","HECK, DENNIS","DEM",2016,"H","WA",10,"C00472159"
"138","H0WA03187","HERRERA BEUTLER, JAIME","REP",2016,"H","WA",3,"C00472704"
"139","H0WA07113","SUTHERLAND, S","REP",2016,"H","WA",7,""
"140","H0WA08046","DELBENE, SUZAN K","DEM",2016,"H","WA",1,"C00459099"
"141","H0WI07051","DUFFY, SEAN","REP",2016,"H","WI",7,"C00464339"
"142","H0WI07093","RAIHALA, DON","REP",2016,"H","WI",7,""
"143","H0WI08075","RIBBLE, REID J. REP.","REP",2016,"H","WI",8,"C00463620"
"144","H0WV01072","MCKINLEY, DAVID B. MR.","REP",2016,"H","WV",1,"C00473132"
"145","H0WV02104","HUNT, MARK ALLEN","DEM",2016,"H","WV",2,"C00608737"
"146","H2AL03032","ROGERS, MICHAEL DENNIS","REP",2016,"H","AL",3,"C00367862"
"147","H2AZ04127","BABEU, PAUL RAYMOND","REP",2016,"H","AZ",1,"C00588673"
"148","H2AZ04143","WEISSER, MIKEL","DEM",2016,"H","AZ",4,"C00605741"
"149","H2AZ05132","WILLIAMSON, WALTER JOHN","DEM",2016,"H","AZ",6,"C00500199"
"150","H2AZ07070","GRIJALVA, RAUL M","DEM",2016,"H","AZ",3,"C00374058"
"151","H2AZ08102","MCSALLY, MARTHA E. MS.","REP",2016,"H","AZ",2,"C00512236"
"152","H2AZ09019","SINEMA, KYRSTEN","DEM",2016,"H","AZ",9,"C00508804"
"153","H2AZ09035","ROGERS, WENDY","REP",2016,"H","AZ",1,"C00510958"
"154","H2CA00096","BARKLEY, MICHAEL JAMES","DEM",2016,"H","CA",10,"C00495507"
"155","H2CA00104","LOWENTHAL, ALAN","DEM",2016,"H","CA",47,"C00498212"
"156","H2CA00120","BROWNLEY, JULIA","DEM",2016,"H","CA",26,"C00513077"
"157","H2CA01136","CHEADLE, GREGORY","REP",2016,"H","CA",1,""
"158","H2CA01151","OXLEY, GARY ALLEN","REP",2016,"H","CA",1,"C00615104"
"159","H2CA02142","LAMALFA, DOUG","REP",2016,"H","CA",1,"C00509422"
"160","H2CA06259","HUFFMAN, JARED","DEM",2016,"H","CA",2,"C00536680"
"161","H2CA08164","COOK, PAUL","REP",2016,"H","CA",8,"C00512202"
"162","H2CA09113","SILVA, ROBERT LEO II MA","REP",2016,"H","CA",9,"C00506642"
"163","H2CA15094","SWALWELL, ERIC MICHAEL","DEM",2016,"H","CA",15,"C00502294"
"164","H2CA16100","TACHERRA, JOHNNY","REP",2016,"H","CA",16,"C00547885"
"165","H2CA20094","VALADAO, DAVID","REP",2016,"H","CA",21,"C00499392"
"166","H2CA21159","RUBIO, MICHAEL","DEM",2016,"H","CA",21,""
"167","H2CA27198","ORSWELL, JACK","REP",2016,"H","CA",27,"C00553941"
"168","H2CA28113","CARDENAS, TONY","DEM",2016,"H","CA",29,"C00498873"
"169","H2CA30143","BECERRA, XAVIER","DEM",2016,"H","CA",34,"C00264101"
"170","H2CA31125","AGUILAR, PETE","DEM",2016,"H","CA",31,"C00510461"
"171","H2CA33048","ROYBAL-ALLARD, LUCILLE","DEM",2016,"H","CA",40,"C00259143"
"172","H2CA35100","HALL, ISADORE III","DEM",2016,"H","CA",44,"C00497859"
"173","H2CA36439","RUIZ, RAUL DR.","DEM",2016,"H","CA",36,"C00502575"
"174","H2CA37023","CALVERT, KEN","REP",2016,"H","CA",42,"C00257337"
"175","H2CA39078","SANCHEZ, LINDA","DEM",2016,"H","CA",38,"C00384057"
"176","H2CA43245","TAKANO, MARK","DEM",2016,"H","CA",41,"C00498667"
"177","H2CA46040","BANUELOS, ROBERT JOHN","DEM",2016,"H","CA",48,"C00559096"
"178","H2CA48095","VARASTEH, RON","DEM",2016,"H","CA",45,"C00516922"
"179","H2CA50026","VARGAS, JUAN C.","DEM",2016,"H","CA",51,"C00497321"
"180","H2CA50158","SECOR, DAVID B","DEM",2016,"H","CA",50,"C00512947"
"181","H2CA52089","PETERS, SCOTT","DEM",2016,"H","CA",52,"C00503110"
"182","H2CO00035","HANEY, PERRY","DEM",2016,"H","CO",6,"C00504852"
"183","H2CT01189","COREY, MATTHEW M MR","REP",2016,"H","CT",1,"C00612945"
"184","H2CT02112","COURTNEY, JOSEPH D","DEM",2016,"H","CT",2,"C00410233"
"185","H2CT05131","ESTY, ELIZABETH","DEM",2016,"H","CT",5,"C00494203"
"186","H2FL00292","DESANTIS, RONALD D.","REP",2016,"H","FL",6,"C00511568"
"187","H2FL01100","MILLER, JEFFERSON B.","REP",2016,"H","FL",1,"C00366757"
"188","H2FL03056","BROWN, CORRINE","DEM",2016,"H","FL",5,"C00272732"
"189","H2FL06091","BRUDERLY, DAVID EDWARD","DEM",2016,"H","FL",4,"C00621763"
"190","H2FL06109","YOHO, THEODORE SCOTT","REP",2016,"H","FL",3,"C00494583"
"191","H2FL07123","KENDALL, JASON H","DEM",2016,"H","FL",6,"C00611004"
"192","H2FL08055","MICA, JOHN L. MR.","REP",2016,"H","FL",7,"C00283051"
"193","H2FL08063","DEMINGS, VALDEZ VAL","DEM",2016,"H","FL",10,"C00498980"
"194","H2FL13139","SCHNEIDER, JAN","DEM",2016,"H","FL",16,"C00447474"
"195","H2FL14053","FRANKEL, LOIS J.","DEM",2016,"H","FL",21,"C00494856"
"196","H2FL14152","GOSS, CHAUNCEY P","REP",2016,"H","FL",19,"C00618181"
"197","H2FL14160","SAWYER, JOHN W III","REP",2016,"H","FL",17,"C00590026"
"198","H2FL20043","KAUFMAN, JOE","REP",2016,"H","FL",23,"C00501205"
"199","H2FL22049","XUNA, JOHN (AKA JUAN)","DEM",2016,"H","FL",18,"C00577221"
"200","H2FL22072","MURPHY, PATRICK E","DEM",2016,"H","FL",18,"C00493825"
"201","H2FL23021","HASTINGS, ALCEE L","DEM",2016,"H","FL",20,"C00269837"
"202","H2FL25018","DIAZ-BALART, MARIO","REP",2016,"H","FL",25,"C00376087"
"203","H2GA02031","BISHOP, SANFORD D JR","DEM",2016,"H","GA",2,"C00266940"
"204","H2GA09150","COLLINS, DOUGLAS ALLEN","REP",2016,"H","GA",9,"C00502039"
"205","H2GA09176","FITZPATRICK, ROGER ","REP",2016,"H","GA",9,"C00612952"
"206","H2GA11198","LLOP, WILLIAM","REP",2016,"H","GA",11,"C00520064"
"207","H2GA12121","ALLEN, RICHARD W","REP",2016,"H","GA",12,"C00504019"
"208","H2GA13012","SCOTT, DAVID ALBERT","DEM",2016,"H","GA",13,"C00369801"
"209","H2GU00033","BORDALLO, MADELEINE Z. MS.","DEM",2016,"H","GU",0,"C00369686"
"210","H2HI02110","HANABUSA, COLLEEN WAKAKO","DEM",2016,"H","HI",1,"C00468413"
"211","H2HI02508","GABBARD, TULSI","DEM",2016,"H","HI",2,"C00497396"
"212","H2IA01055","BLUM, RODNEY","REP",2016,"H","IA",1,"C00543926"
"213","H2IA05072","KING, STEVE MR.","REP",2016,"H","IA",4,"C00373563"
"214","H2ID02166","TAMAYO, AMY AMERICA","DEM",2016,"H","ID",2,"C00611467"
"215","H2IL01042","RUSH, BOBBY LEE","DEM",2016,"H","IL",1,"C00257121"
"216","H2IL01141","COLLINS, FREDERICK","DEM",2016,"H","IL",7,"C00582163"
"217","H2IL02156","LEWIS, MARCUS","DEM",2016,"H","IL",2,""
"218","H2IL02172","KELLY, ROBIN L.","DEM",2016,"H","IL",2,"C00539866"
"219","H2IL08039","GUTIERREZ, LUIS V","DEM",2016,"H","IL",4,"C00254581"
"220","H2IL10068","SCHNEIDER, BRADLEY SCOTT","DEM",2016,"H","IL",10,"C00495952"
"221","H2IL17071","BUSTOS, CHERI","DEM",2016,"H","IL",17,"C00498568"
"222","H2IL20042","SHIMKUS, JOHN M","REP",2016,"H","IL",15,"C00258855"
"223","H2IN03160","ROBERSON, JOHN FORREST","DEM",2016,"H","IN",3,"C00560235"
"224","H2IN05082","BROOKS, SUSAN MRS.","REP",2016,"H","IN",5,"C00500207"
"225","H2IN07096","MINIEAR, J D","REP",2016,"H","IN",7,"C00610998"
"226","H2IN09167","YODER, SHELLI","DEM",2016,"H","IN",9,"C00583427"
"227","H2KY03164","DEVORE, ROBERT L., JR.","REP",2016,"H","KY",3,""
"228","H2KY04121","MASSIE, THOMAS H.","REP",2016,"H","KY",4,"C00509729"
"229","H2LA03063","BARRILLEAUX, BRYAN","REP",2016,"H","LA",3,""
"230","H2MA04073","KENNEDY, JOSEPH P III","DEM",2016,"H","MA",4,"C00512970"
"231","H2MA09072","LYNCH, STEPHEN","DEM",2016,"H","MA",8,"C00366948"
"232","H2MD02160","RUPPERSBERGER, C.A. DUTCH","DEM",2016,"H","MD",2,"C00376673"
"233","H2MD02285","SHELL, MARK GERALD","REP",2016,"H","MD",2,""
"234","H2MD04232","IVEY, GLENN FREDERICK","DEM",2016,"H","MD",4,"C00505065"
"235","H2MD05155","HOYER, STENY HAMILTON","DEM",2016,"H","MD",5,"C00140715"
"236","H2MD06153","TRACHTENBERG, DUCHY","DEM",2016,"H","MD",6,"C00505396"
"237","H2MD06195","DELANEY, JOHN K","DEM",2016,"H","MD",6,"C00508416"
"238","H2MD08084","SKOLNICK, SHELTON","REP",2016,"H","MD",8,"C00591792"
"239","H2MD08126","VAN HOLLEN, CHRIS","DEM",2016,"H","MD",8,"C00366096"
"240","H2MI05119","KILDEE, DANIEL T.","DEM",2016,"H","MI",5,"C00499947"
"241","H2MI11133","BENTIVOLIO, KERRY","REP",2016,"H","MI",11,"C00619734"
"242","H2MI14111","LAWRENCE, BRENDA LULENAR","DEM",2016,"H","MI",14,"C00552588"
"243","H2MI17023","LEVIN, SANDER M MR","DEM",2016,"H","MI",9,"C00156612"
"244","H2MN02130","GERSON, DAVID ADAM","REP",2016,"H","MN",2,"C00523738"
"245","H2MN07014","PETERSON, COLLIN CLARK","DEM",2016,"H","MN",7,"C00253187"
"246","H2MO02102","WAGNER, ANN L.","REP",2016,"H","MO",2,"C00495846"
"247","H2MO04074","NELSON, DANIEL ROY","REP",2016,"H","MO",7,""
"248","H2MO08067","MAHN, DANIEL TODD","REP",2016,"H","MO",8,"C00610683"
"249","H2NC01081","JONES, WALTER B.","REP",2016,"H","NC",3,"C00305052"
"250","H2NC07096","ROUZER, DAVID CHESTON MR.","REP",2016,"H","NC",7,"C00501643"
"251","H2NC08185","HUDSON, RICHARD L. JR.","REP",2016,"H","NC",8,"C00504522"
"252","H2NC09134","PITTENGER, ROBERT M. HON.","REP",2016,"H","NC",9,"C00514513"
"253","H2NC11080","MEADOWS, MARK R","REP",2016,"H","NC",11,"C00503094"
"254","H2NC13110","HOLDING, GEORGE E MR.","REP",2016,"H","NC",13,"C00499236"
"255","H2NJ02037","LOBIONDO, FRANK A.","REP",2016,"H","NJ",2,"C00269340"
"256","H2NJ05014","FRELINGHUYSEN, RODNEY P.","REP",2016,"H","NJ",11,"C00299404"
"257","H2NJ05261","CINO, MICHAEL J.","REP",2016,"H","NJ",5,"C00602508"
"258","H2NJ07168","CHOI, JUN","DEM",2016,"H","NJ",6,"C00496141"
"259","H2NJ10154","PAYNE, DONALD M., JR.","DEM",2016,"H","NJ",10,"C00519355"
"260","H2NM02126","PEARCE, STEVAN E.","REP",2016,"H","NM",2,"C00463836"
"261","H2NV00050","KIHUEN, RUBEN","DEM",2016,"H","NV",4,"C00502773"
"262","H2NV02395","AMODEI, MARK EUGENE","REP",2016,"H","NV",2,"C00496760"
"263","H2NV04045","TARKANIAN, DANNY","REP",2016,"H","NV",3,"C00582320"
"264","H2NY00010","VELAZQUEZ, NYDIA M","DEM",2016,"H","NY",7,"C00271312"
"265","H2NY03089","KING, PETER T. HON.","REP",2016,"H","NY",2,"C00272211"
"266","H2NY06116","MENG, GRACE","DEM",2016,"H","NY",6,"C00516666"
"267","H2NY10092","JEFFRIES, HAKEEM","DEM",2016,"H","NY",8,"C00503052"
"268","H2NY13096","ESPAILLAT, ADRIANO","DEM",2016,"H","NY",13,"C00593525"
"269","H2NY14037","MALONEY, CAROLYN B.","DEM",2016,"H","NY",12,"C00273169"
"270","H2NY15109","WILLIAMS, CLYDE EDWARD JR","DEM",2016,"H","NY",13,"C00590802"
"271","H2NY17071","NADLER, JERROLD L. MR.","DEM",2016,"H","NY",10,"C00290825"
"272","H2NY22139","MALONEY, SEAN PATRICK","DEM",2016,"H","NY",18,"C00512426"
"273","H2OH01020","BERNS, JIM","DEM",2016,"H","OH",1,"C00278002"
"274","H2OH02085","WENSTRUP, BRAD DR.","REP",2016,"H","OH",2,"C00497818"
"275","H2OH02093","KUNDRATA, FREDERICK LOUIS III","DEM",2016,"H","OH",1,"C00559336"
"276","H2OH03067","TURNER, MICHAEL R","REP",2016,"H","OH",10,"C00373001"
"277","H2OH03125","BEATTY, JOYCE","DEM",2016,"H","OH",3,"C00507368"
"278","H2OH09031","KAPTUR, MARCY C HON.","DEM",2016,"H","OH",9,"C00154625"
"279","H2OH09122","KRAUS, STEVEN WAYNE MR.","REP",2016,"H","OH",9,"C00592543"
"280","H2OH14064","JOYCE, DAVID P","REP",2016,"H","OH",14,"C00527457"
"281","H2OH15095","WHARTON, RICHARD SCOTT","DEM",2016,"H","OH",15,"C00627430"
"282","H2OH17109","RYAN, TIMOTHY J.","DEM",2016,"H","OH",13,"C00373464"
"283","H2OK01143","BRIDENSTINE, JAMES FREDERICK","REP",2016,"H","OK",1,"C00502393"
"284","H2OK02083","MULLIN, MARKWAYNE MR.","REP",2016,"H","OK",2,"C00498345"
"285","H2OK04055","COLE, TOM","REP",2016,"H","OK",4,"C00379735"
"286","H2OR01133","BONAMICI, SUZANNE MS.","DEM",2016,"H","OR",1,"C00500421"
"287","H2OR01190","MORGAN, DELINDA","REP",2016,"H","OR",1,"C00525154"
"288","H2PA02055","FATTAH, CHAKA MR.","DEM",2016,"H","PA",2,"C00254441"
"289","H2PA04135","PERRY, SCOTT","REP",2016,"H","PA",4,"C00510164"
"290","H2PA09035","SHUSTER, WILLIAM MR.","REP",2016,"H","PA",9,"C00364935"
"291","H2PA11098","BARLETTA, LOU","REP",2016,"H","PA",11,"C00445122"
"292","H2PA14092","BROOKS, JANIS C DR","DEM",2016,"H","PA",14,"C00510917"
"293","H2PA15099","DAUGHERTY, RICHARD D","DEM",2016,"H","PA",15,"C00506162"
"294","H2PA17079","CARTWRIGHT, MATT","DEM",2016,"H","PA",17,"C00509968"
"295","H2PA18143","MURPHY, TIMOTHY","REP",2016,"H","PA",18,"C00372201"
"296","H2RI01186","YOUNG, CHRISTOPHER F.","DEM",2016,"H","RI",1,""
"297","H2SC02042","CLYBURN, JAMES E.","DEM",2016,"H","SC",6,"C00255562"
"298","H2SC02059","WILSON, JOE THE HON.","REP",2016,"H","SC",2,"C00368522"
"299","H2SC07066","RICE, TOM","REP",2016,"H","SC",7,"C00506048"
"300","H2TN05131","COOPER, JAMES H S","DEM",2016,"H","TN",5,"C00376665"
"301","H2TN05248","CRIM, LARRY","DEM",2016,"H","TN",9,"C00379149"
"302","H2TN05263","SMITH , JOHN (BIG JOHN)","REP",2016,"H","TN",5,"C00565507"
