"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ELECTION_YR","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","CAND_PCC"
"31","H0AS01016","CRICHTON, ORETA TUFAGA-MAPU","DEM",2020,"H","AS",0,"C00755843"
"32","H0AZ01259","GOSAR, PAUL DR.","REP",2020,"H","AZ",4,"C00461806"
"33","H0AZ01358","PUTZOVA, EVA","DEM",2020,"H","AZ",1,"C00694091"
"34","H0AZ01366","TAYLOR, CHRIS","REP",2020,"H","AZ",1,"C00707471"
"35","H0AZ01374","WILLIAMS, LARRY","DEM",2020,"H","AZ",1,"C00707976"
"36","H0AZ01382","MCGUIRE, BARBARA","DEM",2020,"H","AZ",1,"C00716050"
"37","H0AZ01390","MOORE, JOHN WILLIAM","REP",2020,"H","AZ",1,"C00722603"
"38","H0AZ01408","REIDHEAD, NOLAN QUINN MR","REP",2020,"H","AZ",1,"C00722694"
"39","H0AZ01416","SMITH, JUAN A","REP",2020,"H","AZ",1,""
"40","H0AZ01424","SHAMLEY, DOYEL","REP",2020,"H","AZ",1,"C00739862"
"41","H0AZ02166","SCHMIDT II, JAMES A MR.","REP",2020,"H","AZ",2,""
"42","H0AZ02174","WADSACK, JUSTINE LOUISE","REP",2020,"H","AZ",2,"C00696930"
"43","H0AZ02182","MORGAN, JOSEPH DAVID","REP",2020,"H","AZ",2,"C00698084"
"44","H0AZ02224","LIGON, MIKE","REP",2020,"H","AZ",2,"C00708388"
"45","H0AZ02232","STAUTZ, SHAY","REP",2020,"H","AZ",2,"C00710582"
"46","H0AZ02240","KOHLER, NEVIN","DEM",2020,"H","AZ",2,"C00716944"
"47","H0AZ02257","PORTELA, ANDRES A ALEXANDER III","DEM",2020,"H","AZ",2,"C00717819"
"48","H0AZ02265","RUDEN, NORAN ERIC","REP",2020,"H","AZ",2,"C00734087"
"49","H0AZ02273","BACON, JASON","REP",2020,"H","AZ",2,"C00734715"
"50","H0AZ02281","QUILTER, PETER","DEM",2020,"H","AZ",2,"C00736918"
"51","H0AZ02299","BOYD, MIKE","REP",2020,"H","AZ",2,"C00738328"
"52","H0AZ03453","RONNEBECK, STEVE","REP",2020,"H","AZ",3,"C00725333"
"53","H0AZ03461","WOOD, DANIEL","REP",2020,"H","AZ",3,"C00725697"
"54","H0AZ03479","JOLLEY, RICHARD","REP",2020,"H","AZ",3,""
"55","H0AZ04519","STARKY, STUART","DEM",2020,"H","AZ",4,"C00709774"
"56","H0AZ04535","WARD, ANNE MARIE","REP",2020,"H","AZ",4,"C00725689"
"57","H0AZ04543","SPRY, ROBERT","DEM",2020,"H","AZ",4,""
"58","H0AZ05169","IRELAND, JONATHAN","DEM",2020,"H","AZ",5,"C00727362"
"59","H0AZ05177","MURRAY, NICHOLAS RAYMOND","DEM",2020,"H","AZ",5,"C00737429"
"60","H0AZ05185","RAMOS, JAVIER GARCIA MR.","DEM",2020,"H","AZ",5,"C00748384"
"61","H0AZ05193","VESS, JOSEPH ALLEN","REP",2020,"H","AZ",5,"C00749440"
"62","H0AZ06068","RIMMER, STEPHANIE S","DEM",2020,"H","AZ",6,"C00699249"
"63","H0AZ06084","GENTLES, KARL E","DEM",2020,"H","AZ",6,"C00723197"
"64","H0AZ07082","BARNETT, JOSH","REP",2020,"H","AZ",7,"C00702332"
"65","H0AZ07090","HINDLE, CHRISTOPHER BRIAN","REP",2020,"H","AZ",7,"C00713081"
"66","H0AZ07108","AMLING, DANE","DEM",2020,"H","AZ",7,"C00738617"
"67","H0AZ08072","MUSCATO, MICHAEL ARCHANGEL","DEM",2020,"H","AZ",8,"C00703124"
"68","H0AZ08080","OLSEN, ROBERT","DEM",2020,"H","AZ",8,"C00715748"
"69","H0AZ08098","RODRIGUEZ, JIMMY","REP",2020,"H","AZ",8,""
"70","H0AZ08106","MARTIN, KYLE","DEM",2020,"H","AZ",8,""
"71","H0AZ09013","TAYLOR, TIM","REP",2020,"H","AZ",9,"C00713123"
"72","H0AZ09021","TUTORA, NICHOLAS","REP",2020,"H","AZ",9,"C00723288"
"73","H0AZ09039","DEPALMA, MICHELLE","REP",2020,"H","AZ",9,""
"74","H0AZ09047","HUANG, HSINMING SAM DR.","REP",2020,"H","AZ",9,"C00733675"
"75","H0AZ09054","WALKER, JASON S","REP",2020,"H","AZ",9,""
"76","H0AZ09062","FUENTES-WOLFE, TALIA","DEM",2020,"H","AZ",9,"C00734673"
"77","H0AZ09070","BURTON, P.T. MR.","REP",2020,"H","AZ",9,""
"78","H0CA00116","NWADIKE, KENNETH E JR","DEM",2020,"H","CA",NA,""
"79","H0CA01171","CIENKUS, JASON","DEM",2020,"H","CA",1,"C00696229"
"80","H0CA01189","MARTINEZ, SELENA ROSE","DEM",2020,"H","CA",1,""
"81","H0CA01205","SAULSBURY, PAUL W","REP",2020,"H","CA",1,"C00729707"
"82","H0CA01213","LYDON, ROB","DEM",2020,"H","CA",1,""
"83","H0CA02153","MANGAS MONIZ, RACHEL OLIVIA","DEM",2020,"H","CA",2,"C00732453"
"84","H0CA02179","MONIZ, RACHEL","DEM",2020,"H","CA",2,""
"85","H0CA03078","BERA, AMERISH","DEM",2020,"H","CA",7,"C00461061"
"86","H0CA03128","HAMILTON, TAMIKA","REP",2020,"H","CA",3,"C00706374"
"87","H0CA03136","VAN DYKE, GREGORY","REP",2020,"H","CA",3,"C00715227"
"88","H0CA03144","FEUCHT, J.C. SEAN","REP",2020,"H","CA",3,"C00719369"
"89","H0CA04167","FRAME, SEAN COLIN","DEM",2020,"H","CA",4,"C00691790"
"90","H0CA04175","KENNEDY, BRYNNE","DEM",2020,"H","CA",4,"C00704650"
"91","H0CA04183","BENZEL, JULIANNE ELIZABETH MRS.","REP",2020,"H","CA",4,"C00676320"
"92","H0CA04191","WILSON, MARIO CHRISTOPHER","REP",2020,"H","CA",4,"C00727107"
"93","H0CA04209","BYERS, JAMIE","REP",2020,"H","CA",4,""
"94","H0CA04217","THOMAS, JACOB ROBERT","REP",2020,"H","CA",4,"C00728303"
"95","H0CA05107","GIBLIN, SCOTT","REP",2020,"H","CA",5,"C00714592"
"96","H0CA05115","TYLER, JOHN WESLEY","DEM",2020,"H","CA",5,"C00720813"
"97","H0CA06139","LUTALO, RONALD MUWEREZA MR SR","REP",2020,"H","CA",6,""
"98","H0CA06162","EMARD, BENJAMIN","DEM",2020,"H","CA",6,"C00718098"
"99","H0CA06170","BISH, CHRISTINE","REP",2020,"H","CA",6,"C00721548"
"100","H0CA06188","HAISTY, SHERWOOD","REP",2020,"H","CA",6,"C00738526"
"101","H0CA07129","BURDICK, JEFF","DEM",2020,"H","CA",7,"C00707836"
"102","H0CA07137","PATTERSON, ROBERT BUZZ","REP",2020,"H","CA",7,"C00710624"
"103","H0CA07152","IVY, JON","REP",2020,"H","CA",7,"C00728261"
"104","H0CA08069","DENNIS, JOHN","REP",2020,"H","CA",12,"C00554337"
"105","H0CA08093","LOVATO, DESTINY WRAY","REP",2020,"H","CA",8,""
"106","H0CA08101","BUBSER, CHRISTINE","DEM",2020,"H","CA",8,"C00701284"
"107","H0CA08127","STAAT, JEREMY","REP",2020,"H","CA",8,"C00719880"
"108","H0CA08135","OBERNOLTE, JAY","REP",2020,"H","CA",8,"C00720078"
"109","H0CA08143","CONAWAY, ROBERT DEAN","DEM",2020,"H","CA",8,"C00734350"
"110","H0CA08150","ELLARS, JAMES ROBERT","DEM",2020,"H","CA",8,"C00724294"
"111","H0CA08176","CARON, CRAYA CONRADINA DR.","REP",2020,"H","CA",8,"C00731646"
"112","H0CA08192","CASTILLO, SAUL JR","DEM",2020,"H","CA",8,""
"113","H0CA08200","LAWS, JERRY","REP",2020,"H","CA",8,""
"114","H0CA08218","WHITEHEAD, JUSTIN DAVID","REP",2020,"H","CA",8,""
"115","H0CA08226","GOMEZ, BLANCA","DEM",2020,"H","CA",8,"C00761825"
"116","H0CA09109","MARTINEK, WILLIAM CHARLES","REP",2020,"H","CA",9,"C00723957"
"117","H0CA09117","MEDINA, ALEXIS","DEM",2020,"H","CA",9,"C00728410"
"118","H0CA09125","AMADOR, ANTONIO","REP",2020,"H","CA",9,"C00728618"
"119","H0CA10073","DESAULNIER, MARK","DEM",2020,"H","CA",11,"C00554709"
"120","H0CA10149","GARAMENDI, JOHN","DEM",2020,"H","CA",3,"C00462697"
"121","H0CA10248","DOSSETT, CHARLES","REP",2020,"H","CA",10,"C00703785"
"122","H0CA10255","LIVENGOOD, MARLA","REP",2020,"H","CA",10,""
"123","H0CA10263","SOUSA LIVENGOOD, MARLA","REP",2020,"H","CA",10,"C00703363"
"124","H0CA10271","ELLIOTT, BOB","REP",2020,"H","CA",10,"C00706333"
"125","H0CA10289","BLEVINS, RYAN","DEM",2020,"H","CA",10,"C00722298"
"126","H0CA12111","BACELAR, AGATHA","DEM",2020,"H","CA",12,"C00696245"
"127","H0CA12129","GALLAGHER, TOM","DEM",2020,"H","CA",12,"C00700575"
"128","H0CA12137","LORRAINE, DEANNA","REP",2020,"H","CA",12,"C00709683"
"129","H0CA13127","PITERMAN, KONSTANTINE NIKKA-SHER","REP",2020,"H","CA",13,"C00708214"
"130","H0CA14117","GOODROW, CRISTOS JON","DEM",2020,"H","CA",14,"C00729038"
"131","H0CA14125","PETEL, RAN S","REP",2020,"H","CA",14,""
"132","H0CA15213","WAHAB, AISHA","DEM",2020,"H","CA",15,"C00702076"
"133","H0CA15221","WIECKOWSKI, ROBERT","DEM",2020,"H","CA",15,"C00706622"
"134","H0CA15239","LIU, PETER Y","REP",2020,"H","CA",15,""
"135","H0CA15247","HAYDEN, ALISON","REP",2020,"H","CA",15,"C00714568"
"136","H0CA15254","INTAL, AUSTIN","DEM",2020,"H","CA",15,"C00718577"
"137","H0CA15262","SHARMA, NISHA","REP",2020,"H","CA",11,"C00723031"
"138","H0CA15288","CAMPBELL, SAMANTHA","DEM",2020,"H","CA",15,""
"139","H0CA15296","PHAN, TUAN","DEM",2020,"H","CA",15,""
"140","H0CA16112","WILLIAMS, KIM","DEM",2020,"H","CA",16,"C00706168"
"141","H0CA16120","COOKINGHAM, KEVIN","REP",2020,"H","CA",16,"C00710699"
"142","H0CA16138","SORIA, ESMERALDA","DEM",2020,"H","CA",16,"C00711911"
"143","H0CA17193","TANDON, RITESH","REP",2020,"H","CA",17,"C00721878"
"144","H0CA18068","KUMAR, RISHI","DEM",2020,"H","CA",18,"C00695858"
"145","H0CA18084","FOX, DR. RICHARD B","REP",2020,"H","CA",18,"C00736546"
"146","H0CA18092","REYNOLDS, PHIL","REP",2020,"H","CA",18,""
"147","H0CA19173","DENHAM, JEFF","REP",2020,"H","CA",10,"C00473272"
"148","H0CA19207","TORRES, IVAN","DEM",2020,"H","CA",19,"C00708404"
"149","H0CA19215","ESTAVILLO, ERIK","DEM",2020,"H","CA",19,""
"150","H0CA19223","ISSAQ, ABDULLAH","DEM",2020,"H","CA",19,"C00729830"
"151","H0CA20122","GORMAN, JEFF","REP",2020,"H","CA",20,"C00722363"
"152","H0CA20130","BOLA?OS SCOW, ADAM","DEM",2020,"H","CA",20,"C00721613"
"153","H0CA21104","DE LA FUENTE, RICARDO","DEM",2020,"H","CA",21,"C00729863"
"154","H0CA21112","DE LA FUENTE, ROQUE ""ROCKY""","REP",2020,"H","CA",21,""
"155","H0CA22094","REZVANI SARABI, AMIR DARYOUSH","DEM",2020,"H","CA",22,"C00707547"
"156","H0CA22102","ARBALLO, PHIL","DEM",2020,"H","CA",22,"C00708479"
"157","H0CA23068","GOLDBERG, ALBERT MAXWELL","DEM",2020,"H","CA",33,"C00517029"
"158","H0CA23167","MANGONE, KIM","DEM",2020,"H","CA",23,"C00709550"
"159","H0CA24140","KENNEDY, ANGELA","DEM",2020,"H","CA",24,"C00695213"
"160","H0CA24157","CALDWELL, JAMES ANDREW","REP",2020,"H","CA",24,"C00715060"
"161","H0CA25089","PATRON, CHARLES MICHAEL","REP",2020,"H","CA",25,""
"162","H0CA25097","VALLADARES, SUZETTE MARTINEZ","REP",2020,"H","CA",25,"C00700955"
"163","H0CA25105","GARCIA, MICHAEL","REP",2020,"H","CA",25,"C00701102"
"164","H0CA25113","UNDERWOOD JACOBS, ANGELA","REP",2020,"H","CA",25,"C00701946"
"165","H0CA25121","CRIPE, MARK","REP",2020,"H","CA",25,"C00704957"
"166","H0CA25139","RUDNICK, FREDERICK D MR.","DEM",2020,"H","CA",25,"C00719047"
"167","H0CA25147","PAPADOPOULOS, GEORGE","REP",2020,"H","CA",25,"C00724963"
"168","H0CA25154","SMITH, CHRISTY","DEM",2020,"H","CA",25,"C00725101"
"169","H0CA25170","UYGUR, CENK","DEM",2020,"H","CA",25,""
"170","H0CA25188","JENKS, KENNETH MR.","REP",2020,"H","CA",25,"C00728915"
"171","H0CA25196","ELIZE, GETRO","DEM",2020,"H","CA",25,"C00728774"
"172","H0CA25204","LACKEY, COURTNEY","REP",2020,"H","CA",25,"C00729327"
"173","H0CA25212","VALDEZ-ORTEGA, ANIBAL MR.","DEM",2020,"H","CA",25,"C00729590"
"174","H0CA25220","LOZANO, DAVID","REP",2020,"H","CA",25,"C00729798"
"175","H0CA25238","COOPER, ROBERT","DEM",2020,"H","CA",25,"C00730184"
"176","H0CA25246","MERCURI, DANIEL","REP",2020,"H","CA",25,""
"177","H0CA25253","SMITH, CHRISTOPHER C","DEM",2020,"H","CA",25,""
"178","H0CA26129","GOLDEN, CRYSTAL MARIE","REP",2020,"H","CA",26,"C00719740"
"179","H0CA26137","SALAS, ROBERT LAMBERT MR.","DEM",2020,"H","CA",26,"C00718817"
"180","H0CA26145","KENNEDY, RONDA","REP",2020,"H","CA",26,"C00708073"
"181","H0CA26152","PETRIS, ENRIQUE","DEM",2020,"H","CA",26,""
"182","H0CA27085","SCHIFF, ADAM","DEM",2020,"H","CA",28,"C00343871"
"183","H0CA27127","NALBANDIAN, JOHNNY","REP",2020,"H","CA",27,"C00651547"
"184","H0CA28133","AGBEDE, AKINYEMI","DEM",2020,"H","CA",28,"C00698282"
"185","H0CA28158","HOLLIS, JON","REP",2020,"H","CA",28,""
"186","H0CA28174","PUDLO, G MAEBE A. GIRL","DEM",2020,"H","CA",28,"C00709501"
"187","H0CA28182","EARLY, ERIC","REP",2020,"H","CA",28,"C00711432"
"188","H0CA28190","MARTINEZ, SELENA ROSE","DEM",2020,"H","CA",28,"C00723312"
"189","H0CA28208","MARTINEZ, CHRISTOPHER EDGARDO","DEM",2020,"H","CA",28,""
"190","H0CA28224","MANOOGIAN, ARA KHACHIG","DEM",2020,"H","CA",28,""
"191","H0CA29115","SANCHEZ, ABDELI","DEM",2020,"H","CA",29,""
"192","H0CA29123","PERRAS, BRIAN","REP",2020,"H","CA",29,""
"193","H0CA29131","GUZIK, MICHAEL R","DEM",2020,"H","CA",29,"C00730457"
"194","H0CA30139","FABRICANT, DANNY","REP",2020,"H","CA",30,""
"195","H0CA30162","BERINA, COURTNEY JAMES","DEM",2020,"H","CA",30,"C00716548"
"196","H0CA30170","KAHN, PAULA","DEM",2020,"H","CA",30,"C00725499"
"197","H0CA30188","CARROLL, BRIAN","DEM",2020,"H","CA",30,"C00726562"
"198","H0CA30196","BEN-DOV, NAORA","REP",2020,"H","CA",30,"C00730994"
"199","H0CA31129","GIBBONEY, AGNES","REP",2020,"H","CA",31,"C00730358"
"200","H0CA32101","CHU, JUDY","DEM",2020,"H","CA",27,"C00458125"
"201","H0CA32333","GONZALES, EMANUEL LAWRENCE MR","DEM",2020,"H","CA",32,"C00685743"
"202","H0CA32341","KASHIFALGHITA, MESHAL 'KASH'","DEM",2020,"H","CA",32,"C00713362"
"203","H0CA32358","MADRIGAL, RAUL ALI","DEM",2020,"H","CA",32,""
"204","H0CA33117","BASS, KAREN","DEM",2020,"H","CA",37,"C00476523"
"205","H0CA33158","GRIFFIN, MORRIS F","DEM",2020,"H","CA",44,""
"206","H0CA33216","LIEW, SARAH SUN","REP",2020,"H","CA",33,"C00721787"
"207","H0CA33224","BARRIS, LIZ","DEM",2020,"H","CA",33,""
"208","H0CA34099","SANCHEZ, DAVID","DEM",2020,"H","CA",40,""
"209","H0CA34115","MOTIWALLA, FRANCES YASMEEN","DEM",2020,"H","CA",34,"C00706671"
"210","H0CA34131","KIM, DAVID","DEM",2020,"H","CA",34,"C00713115"
"211","H0CA34149","WRIGHT, JOANNE","REP",2020,"H","CA",34,"C00726885"
"212","H0CA34156","SCOTT, KEANAKAY","DEM",2020,"H","CA",34,"C00728998"
"213","H0CA35138","AHUMADA, ALFREDO","DEM",2020,"H","CA",35,""
"214","H0CA35146","CARGILE, MIKE","REP",2020,"H","CA",35,"C00730812"
"215","H0CA36169","GLICK, JESSE FALLON MR.","REP",2020,"H","CA",36,"C00712893"
"216","H0CA36177","RUIZ, RAUL","REP",2020,"H","CA",36,"C00718387"
"217","H0CA36185","STEVANOVICH, MILO MILUTIN","REP",2020,"H","CA",36,"C00729525"
"218","H0CA36193","CRUZ, ERIN","REP",2020,"H","CA",36,"C00714048"
"219","H0CA36201","KIMBLER, PATRICE","REP",2020,"H","CA",36,""
"220","H0CA37167","WEBBER, ERROL MR.","REP",2020,"H","CA",37,"C00719864"
"221","H0CA38157","TOLAR, MICHAEL","DEM",2020,"H","CA",38,"C00731927"
"222","H0CA38165","MENDOZA, BRANDON","DEM",2020,"H","CA",38,""
"223","H0CA39114","CRUZ-LARA, IGNACIO ISRAEL","REP",2020,"H","CA",19,"C00703793"
"224","H0CA40112","METZGER, ORION PAIGE","DEM",2020,"H","CA",40,"C00710301"
"225","H0CA40120","FELIX, ANTHONY DR. JR.","DEM",2020,"H","CA",40,"C00711382"
"226","H0CA40138","DELGADO, ANTONIO","REP",2020,"H","CA",40,"C00736579"
"227","H0CA42209","CALVERT, KEN","REP",2020,"H","CA",42,""
"228","H0CA42217","O'MARA, WILLIAM EDWARD DR IV","DEM",2020,"H","CA",42,"C00697524"
"229","H0CA42225","FRITZ, DAVID","REP",2020,"H","CA",42,"C00708446"
"230","H0CA42233","MARSTON, REGINA L MRS","DEM",2020,"H","CA",42,"C00708792"
"231","H0CA42241","MILLER, DANIEL JAKE","REP",2020,"H","CA",42,""
"232","H0CA43108","COLLINS, JOE","REP",2020,"H","CA",43,"C00705236"
"233","H0CA44148","MCDONALD TRANI, ANNETTE","DEM",2020,"H","CA",44,"C00703322"
"234","H0CA44155","ORTON, WILLIAM RAYMOND REV.","REP",2020,"H","CA",44,""
"235","H0CA44163","NETTLES, AARON","DEM",2020,"H","CA",44,"C00719435"
"236","H0CA44171","NAVARRO SERRATOS, NANCI NOHELY","DEM",2020,"H","CA",44,""
"237","H0CA44189","EARLEY, BILLY","REP",2020,"H","CA",44,"C00723684"
"238","H0CA45087","SEDGWICK, DONALD M","REP",2020,"H","CA",45,"C00698670"
"239","H0CA45095","HUANG, PEGGY","REP",2020,"H","CA",45,"C00700807"
"240","H0CA45103","GENNAWEY, RAY","REP",2020,"H","CA",45,"C00702209"
"241","H0CA45111","WOOLWORTH, BRENTON","REP",2020,"H","CA",45,"C00705160"
"242","H0CA45129","SPARKS, LISA","REP",2020,"H","CA",45,"C00706051"
"243","H0CA45137","PROCTOR, JULIE ANN","REP",2020,"H","CA",45,""
"244","H0CA45145","PAI, ADITYA","DEM",2020,"H","CA",45,"C00716373"
"245","H0CA45152","FURIN, RHONDA DEE","REP",2020,"H","CA",45,"C00724161"
"246","H0CA45160","GONZALES, CHRISTOPHER JOHN","REP",2020,"H","CA",45,"C00727636"
"247","H0CA46077","WATERS, JAMES STEVENS","REP",2020,"H","CA",46,"C00708669"
"248","H0CA46085","MENDIOLEA, PABLO","DEM",2020,"H","CA",46,"C00717082"
"249","H0CA47125","HODGKINS, JOSEF VERNON","DEM",2020,"H","CA",47,""
"250","H0CA47133","MOUA, SOU","REP",2020,"H","CA",47,"C00710798"
"251","H0CA47141","WEST, AMY PHAN","REP",2020,"H","CA",47,"C00758383"
"252","H0CA47158","ROSHAN, SHAWN","DEM",2020,"H","CA",47,"C00715714"
"253","H0CA47174","MCLEOD, JALEN DUPREE","DEM",2020,"H","CA",47,"C00715359"
"254","H0CA48156","BRADLEY, JAMES P.","REP",2020,"H","CA",33,"C00695791"
"255","H0CA48172","BURLEY, BRIAN J MR.","REP",2020,"H","CA",48,"C00700187"
"256","H0CA48180","STURGES, CALEB SAMUEL MR.","REP",2020,"H","CA",48,"C00700450"
"257","H0CA48198","STEEL, MICHELLE","REP",2020,"H","CA",48,"C00704981"
"258","H0CA48206","ENGELS, CHRISTOPHER MICHAEL","REP",2020,"H","CA",48,"C00714170"
"259","H0CA48214","GRIFFIN, JAMES BRIAN","REP",2020,"H","CA",48,"C00723635"
"260","H0CA48222","MURILLO, TAMI LE MS","REP",2020,"H","CA",48,"C00723833"
"261","H0CA48230","SCHUESLER, JOHN THOMAS","REP",2020,"H","CA",48,"C00732974"
"262","H0CA49055","DAVIS, SUSAN A.","DEM",2020,"H","CA",53,"C00344671"
"263","H0CA49113","WILLIAMS, GRACE I DR","DEM",2020,"H","CA",41,"C00698191"
"264","H0CA49121","KNOBLOCK, STEVEN CRAIG","REP",2020,"H","CA",49,"C00699009"
"265","H0CA49139","FORTIN, MARA","REP",2020,"H","CA",49,"C00708511"
"266","H0CA50095","RAHN, MATT DR.","REP",2020,"H","CA",50,"C00691675"
"267","H0CA50103","BALKIN, ALEX","DEM",2020,"H","CA",50,"C00694075"
"268","H0CA50111","WILSKE, LARRY A MR.","REP",2020,"H","CA",50,"C00696187"
"269","H0CA50129","ABED, SAM","REP",2020,"H","CA",50,"C00710863"
"270","H0CA50145","DEMAIO, CARL","REP",2020,"H","CA",50,"C00715029"
"271","H0CA50194","DUNCAN, HUNTER SPEARS","REP",2020,"H","CA",50,"C00729129"
"272","H0CA50202","WILKINS, NATHAN ""NATE""","REP",2020,"H","CA",50,"C00731539"
"273","H0CA50244","HERRERA, NICHOLAS","REP",2020,"H","CA",50,""
"274","H0CA51051","RODRIGUEZ, SAUL ALEJANDRO","REP",2020,"H","CA",51,"C00726620"
"275","H0CA52059","RAMOS, FAMELA SALDANA","REP",2020,"H","CA",53,"C00712182"
"276","H0CA52067","CASADY, NANCY LEE","DEM",2020,"H","CA",52,"C00717116"
"277","H0CA52083","DEBELLO, JAMES","REP",2020,"H","CA",52,"C00724849"
"278","H0CA52091","RYANS, JERLILIA MS.","DEM",2020,"H","CA",52,"C00726323"
"279","H0CA53073","RAMON CABALLERO, JOSE IIII","DEM",2020,"H","CA",53,"C00701185"
"280","H0CA53081","VAZQUEZ, JOAQUIN","DEM",2020,"H","CA",53,"C00708115"
"281","H0CA53099","FIELDS, ZACK","DEM",2020,"H","CA",53,"C00714154"
"282","H0CA53107","GOMEZ, GEORGETTE","DEM",2020,"H","CA",53,"C00719112"
"283","H0CA53123","GOLDBECK, JANESSA","DEM",2020,"H","CA",53,"C00719898"
"284","H0CA53131","CALDERON, MARISA","DEM",2020,"H","CA",50,"C00722009"
"285","H0CA53149","FERRARA, DANIEL PHILLIP","DEM",2020,"H","CA",53,"C00723429"
"286","H0CA53156","FOX, DEVORAH ANN DR. PSY.D","DEM",2020,"H","CA",53,"C00723965"
"287","H0CA53164","MEZA, ANNETTE","DEM",2020,"H","CA",53,"C00725622"
"288","H0CA53172","BROOKS II, JOHN L","DEM",2020,"H","CA",53,"C00727677"
"289","H0CA53180","KUTNER, ERIC ROGER","DEM",2020,"H","CA",53,"C00727867"
"290","H0CA53198","DE LA FUENTE, RICARDO","DEM",2020,"H","CA",53,""
"291","H0CA53206","SHARMA, PETER","DEM",2020,"H","CA",53,"C00729889"
"292","H0CA53214","ORISTIAN, MICHAEL PATRICK","REP",2020,"H","CA",53,"C00730267"
"293","H0CA53222","FOUNTAIN, JOSEPH DR.","DEM",2020,"H","CA",53,"C00730226"
"294","H0CA53230","WONG, TOM K","DEM",2020,"H","CA",53,"C00727461"
"295","H0CA53248","SANTORI, SUZETTE","DEM",2020,"H","CA",53,"C00731844"
"296","H0CA53255","STODDARD, CHRISTOPHER","REP",2020,"H","CA",53,"C00735027"
"297","H0CA53263","CABALLERO, JOSE","DEM",2020,"H","CA",53,""
"298","H0CO01136","DURAN, CRISANTA DESIRAE","DEM",2020,"H","CO",1,"C00697540"
"299","H0CO01144","WINTERS, CHARLIE MADISON MS.","DEM",2020,"H","CO",1,"C00698324"
"300","H0CO01151","PRATSCHLER, MEGHAN","DEM",2020,"H","CO",1,"C00726059"
"301","H0CO02217","CUTCHER, WILLIAM L","REP",2020,"H","CO",2,"C00725572"
"302","H0CO02225","WINN, CHARLES E. DR","REP",2020,"H","CO",2,"C00735373"
"303","H0CO02233","BOLLING, SHANE","REP",2020,"H","CO",1,"C00748848"
"304","H0CO03132","VALDEZ, DONALD","DEM",2020,"H","CO",3,"C00712034"
